lead_time,stays_in_weekend_nights,stays_in_week_nights,Average Daily Rate,total_of_special_requests,is_canceled
2,0,2,206.0,1,0
5,0,1,85.0,1,0
133,1,4,156.15,3,0
124,1,1,99.0,1,0
0,2,1,106.67,0,0
11,1,2,81.0,1,0
0,0,1,85.0,0,0
62,1,2,124.5,2,0
62,2,3,70.84,1,0
1,1,1,156.0,0,0
44,0,3,154.07,3,0
15,2,3,142.6,1,0
139,2,5,107.87,1,0
65,1,2,192.67,1,0
48,0,2,97.2,0,0
102,0,1,130.5,2,0
5,0,4,76.58,0,0
36,1,1,91.3,0,0
0,2,2,106.25,2,0
122,2,4,50.87,0,0
17,0,3,205.0,2,0
36,0,3,94.5,1,0
83,2,3,108.9,1,0
48,0,2,97.2,2,0
104,0,4,64.0,2,0
1,0,2,48.0,1,0
128,1,2,79.0,1,0
114,2,1,130.67,0,0
209,0,4,90.95,1,0
2,1,3,54.0,1,0
61,2,2,118.8,1,0
52,1,2,73.2,1,0
5,1,1,89.0,1,0
21,0,2,139.0,2,0
0,0,1,142.0,1,0
3,1,3,74.8,1,0
9,0,4,193.4,1,0
233,0,2,99.0,2,0
1,0,1,127.0,1,0
37,1,2,108.9,1,0
23,0,1,48.0,1,0
17,0,4,53.4,2,0
50,2,2,48.8,0,0
148,0,3,99.9,0,0
188,2,4,134.4,1,0
16,0,3,46.4,1,0
4,2,3,48.0,1,0
108,0,2,171.0,0,0
10,0,2,83.0,1,0
27,0,2,202.0,1,0
6,2,1,148.39,2,0
65,1,0,156.6,0,0
84,2,2,162.0,1,0
4,2,10,99.33,0,0
120,1,2,126.0,0,0
113,0,2,78.31,1,0
74,0,0,0.0,0,0
39,1,1,140.0,2,0
44,1,3,66.3,2,0
2,0,1,58.0,0,0
13,2,1,130.0,2,0
54,2,3,55.8,2,0
35,2,4,53.87,0,0
109,0,3,90.0,1,0
34,0,3,87.32,1,0
37,0,3,96.3,1,0
100,2,4,164.9,1,0
104,1,5,169.2,0,0
47,1,2,93.6,1,0
143,1,4,64.26,0,0
205,2,5,78.5,2,0
4,0,1,140.0,1,0
3,2,1,158.67,1,0
2,0,3,177.67,1,0
90,0,2,59.4,1,0
13,2,1,150.0,3,0
149,0,1,81.4,0,0
67,2,3,105.3,3,0
1,0,2,125.0,1,0
32,1,2,116.64,0,0
70,0,2,146.0,0,0
9,0,1,63.0,2,0
124,2,1,163.8,4,0
64,1,4,88.4,2,0
86,0,3,73.33,1,0
38,0,1,179.3,4,0
60,2,4,137.7,1,0
89,1,2,123.33,1,0
145,0,2,186.3,1,0
66,1,3,124.5,1,0
82,2,5,152.0,1,0
119,0,5,109.8,0,0
10,1,2,102.33,2,0
2,0,3,72.93,0,0
37,0,2,88.56,0,0
15,0,2,107.0,3,0
2,1,0,185.0,0,0
71,2,2,160.0,1,0
91,2,5,99.0,1,0
0,0,1,144.0,0,0
46,2,2,77.45,1,0
7,0,1,81.0,2,0
7,1,0,52.36,1,0
109,1,2,88.01,1,0
1,0,2,128.0,1,0
17,1,3,102.0,1,0
1,0,4,31.6,1,0
0,0,2,109.0,1,0
7,0,1,39.0,2,0
82,0,3,135.0,0,0
102,1,1,106.2,2,0
77,2,4,100.97,1,0
41,1,2,71.53,0,0
92,2,2,72.49,1,0
0,1,1,81.0,2,0
63,1,1,137.7,2,0
194,0,2,90.09,1,0
29,0,2,152.0,2,0
13,0,1,75.0,1,0
156,0,2,112.5,1,0
12,1,0,48.0,1,0
21,2,1,114.8,0,0
154,1,4,110.0,2,0
212,2,0,81.77,0,0
120,2,5,122.4,0,0
81,2,3,125.0,1,0
183,2,6,123.0,1,0
0,0,1,75.0,0,0
68,2,4,65.29,1,0
158,0,1,75.6,0,0
85,1,1,98.0,0,0
109,2,3,97.75,1,0
168,0,5,130.5,0,0
45,2,3,82.0,0,0
3,1,3,189.75,0,0
94,2,1,107.53,1,0
24,0,2,171.0,1,0
40,0,2,174.0,3,0
35,1,2,105.0,0,0
153,2,1,115.2,1,0
78,0,3,105.0,1,0
33,0,2,150.0,1,0
227,1,3,125.1,0,0
122,1,2,153.0,0,0
1,2,5,46.4,0,0
115,2,3,106.0,1,0
122,2,5,240.0,0,0
6,2,5,188.29,2,0
37,0,2,94.5,0,0
134,0,3,76.5,2,0
11,0,2,159.0,1,0
54,1,1,118.6,0,0
256,2,3,133.11,2,0
177,2,1,130.5,3,0
62,1,2,115.5,1,0
32,0,3,81.9,1,0
1,0,1,175.0,1,0
26,0,2,120.4,1,0
39,0,2,108.0,0,0
38,2,0,90.95,0,0
44,0,1,104.4,1,0
31,0,2,94.5,1,0
2,0,1,153.62,1,0
9,1,5,232.5,2,0
89,0,3,135.0,0,0
54,1,2,95.0,0,0
106,0,2,76.81,1,0
17,1,3,268.0,2,0
142,1,0,130.5,2,0
1,1,0,44.1,1,0
87,0,4,91.8,1,0
67,2,0,137.9,1,0
76,2,2,72.25,0,0
3,1,1,115.0,2,0
26,2,3,85.0,0,0
1,0,4,111.0,2,0
12,2,5,89.25,3,0
5,0,1,119.0,0,0
131,0,5,171.0,2,0
4,0,1,201.0,0,0
8,1,3,54.4,1,0
16,2,1,102.33,0,0
4,2,1,194.33,2,0
0,1,1,212.05,1,0
21,0,2,102.0,1,0
139,2,1,125.0,1,0
24,0,1,250.0,0,0
154,0,3,126.9,3,0
29,2,2,150.61,1,0
22,0,2,95.0,2,0
9,0,2,95.2,1,0
23,2,1,200.0,2,0
3,0,2,81.0,1,0
10,2,3,122.0,2,0
21,0,3,158.0,1,0
39,0,1,80.08,1,0
218,0,2,123.0,1,0
41,3,6,83.09,2,0
173,4,10,120.6,1,0
183,2,5,69.0,2,0
52,1,3,89.25,1,0
2,0,0,0.0,2,0
4,1,2,99.0,0,0
11,1,2,224.33,0,0
49,1,4,73.95,1,0
2,2,5,99.14,0,0
167,1,2,96.3,0,0
28,1,3,155.0,2,0
9,0,3,81.0,1,0
86,1,2,99.0,2,0
29,0,2,152.0,2,0
47,2,4,89.54,1,0
50,0,3,181.8,0,0
79,2,3,70.8,1,0
291,1,2,126.0,2,0
89,2,3,107.1,2,0
134,0,5,225.0,2,0
26,2,0,148.0,2,0
5,0,0,0.0,0,0
35,0,2,154.5,1,0
4,1,0,76.0,1,0
4,0,5,211.0,3,0
150,2,5,91.12,0,0
75,0,4,108.0,2,0
93,1,2,111.6,1,0
11,2,3,111.35,1,0
21,0,1,99.0,1,0
2,1,3,121.0,0,0
18,2,2,68.0,1,0
36,2,2,116.1,1,0
108,0,1,77.03,0,0
21,0,3,139.0,1,0
1,0,3,104.0,1,0
32,2,2,134.78,1,0
13,1,0,96.0,0,0
37,0,1,113.65,1,0
121,1,1,99.0,2,0
4,0,2,89.0,1,0
183,1,5,164.7,1,0
37,2,2,143.1,2,0
174,2,3,117.0,1,0
147,2,0,180.0,1,0
55,1,2,97.2,2,0
117,2,5,79.0,0,0
11,1,3,139.0,2,0
101,0,1,101.18,1,0
27,2,5,66.4,0,0
0,0,1,136.8,1,0
194,1,4,151.5,1,0
179,2,5,26.33,0,0
47,2,0,83.16,2,0
122,3,6,98.5,1,0
36,1,4,96.9,3,0
21,1,2,100.67,1,0
0,0,2,153.0,0,0
95,0,3,140.4,0,0
75,1,2,92.4,1,0
7,1,2,103.18,3,0
58,1,2,129.6,1,0
13,0,1,160.0,1,0
191,1,4,101.75,0,0
1,2,3,98.0,0,0
187,0,2,105.3,0,0
172,0,3,102.3,0,0
18,2,3,107.65,1,0
51,0,4,154.88,2,0
1,0,1,95.2,0,0
3,0,1,43.0,1,0
3,1,2,116.33,1,0
69,2,1,98.25,2,0
0,0,1,190.0,1,0
7,1,0,180.0,0,0
28,2,2,73.88,0,0
0,0,1,178.0,0,0
104,1,3,142.2,2,0
41,2,1,168.3,2,0
39,1,0,94.5,1,0
58,2,4,153.3,1,0
6,2,3,130.0,2,0
22,1,2,72.64,1,0
195,1,2,104.4,0,0
0,0,1,120.0,0,0
16,1,2,138.33,1,0
117,0,2,108.0,0,0
52,1,0,140.0,1,0
274,1,2,39.8,2,0
2,1,0,96.0,1,0
0,0,2,93.6,0,0
176,1,3,130.5,0,0
48,1,0,109.0,1,0
274,0,3,107.0,2,0
100,2,1,126.0,2,0
77,2,5,83.61,1,0
0,1,1,133.5,1,0
142,2,4,139.5,1,0
124,1,2,126.9,2,0
78,0,3,105.3,1,0
101,1,4,163.2,1,0
1,0,1,68.0,0,0
0,0,1,144.0,2,0
254,2,3,37.8,4,0
3,0,2,116.0,1,0
85,2,5,56.98,1,0
57,0,2,120.0,1,0
3,0,2,109.73,1,0
4,0,3,151.0,1,0
90,2,4,108.3,0,0
65,2,2,114.3,3,0
30,2,0,109.1,1,0
6,0,1,118.0,2,0
162,0,4,152.1,0,0
215,2,7,90.95,1,0
98,1,3,69.3,1,0
24,1,4,139.4,0,0
75,1,4,79.2,2,0
263,2,6,56.0,2,0
49,0,3,95.4,1,0
40,2,1,71.64,0,0
7,0,1,135.0,1,0
162,1,4,148.5,0,0
1,0,2,205.0,1,0
3,0,2,164.0,1,0
24,2,1,104.0,1,0
63,1,1,114.3,2,0
133,1,1,85.59,0,0
3,0,2,131.0,1,0
55,0,4,103.05,1,0
64,1,4,138.24,0,0
14,0,1,96.0,1,0
0,1,0,43.0,0,0
12,0,1,80.8,0,0
26,0,1,160.0,1,0
86,0,4,82.45,1,0
41,1,4,92.0,2,0
8,0,1,89.0,0,0
62,0,3,135.0,2,0
38,0,1,195.2,0,0
110,0,2,190.8,2,0
30,1,3,105.0,1,0
160,2,2,99.45,1,0
164,1,3,163.8,2,0
5,1,2,74.0,1,0
4,1,0,50.4,0,0
18,1,3,168.0,1,0
19,1,2,101.27,1,0
212,2,1,138.33,1,0
18,1,2,80.0,1,0
55,2,5,67.44,0,0
87,2,2,135.15,2,0
1,0,1,150.0,0,0
117,2,1,126.0,2,0
0,0,1,129.0,1,0
1,1,4,138.0,0,0
83,0,2,96.3,1,0
30,2,4,53.6,1,0
170,2,5,284.86,1,0
170,2,5,146.3,1,0
190,0,4,41.4,2,0
6,0,2,120.0,2,0
97,0,3,140.4,0,0
69,1,2,118.8,1,0
25,1,0,62.03,0,0
99,0,5,55.79,0,0
1,1,1,89.3,1,0
330,2,1,119.7,3,0
29,1,3,64.67,1,0
21,2,0,130.0,2,0
5,2,4,104.5,0,0
51,0,3,112.0,2,0
54,2,1,72.5,2,0
105,2,5,74.63,0,0
22,0,2,129.0,2,0
108,2,7,126.0,0,0
3,0,1,189.0,0,0
136,1,2,175.0,1,0
77,0,3,108.0,1,0
49,0,1,55.0,1,0
24,0,3,104.0,1,0
4,1,1,48.0,1,0
33,0,5,138.0,2,0
87,0,2,166.85,1,0
63,0,3,195.33,2,0
18,0,3,76.81,2,0
3,0,1,108.0,2,0
177,0,4,82.88,0,0
11,2,3,129.0,2,0
240,1,3,90.95,2,0
29,0,2,95.0,0,0
5,2,2,50.4,1,0
2,0,1,184.0,0,0
214,1,3,66.6,1,0
26,0,2,110.0,1,0
1,0,2,106.0,2,0
10,2,2,110.0,1,0
82,2,2,112.96,1,0
74,1,5,99.0,2,0
77,2,5,75.89,1,0
73,0,3,30.24,0,0
141,1,2,152.1,0,0
70,2,3,130.05,2,0
0,0,1,53.0,0,0
87,2,1,141.9,0,0
143,2,5,106.75,1,0
31,0,3,169.0,1,0
36,2,1,60.8,0,0
19,1,2,126.0,0,0
55,2,1,91.51,1,0
39,0,3,104.6,1,0
21,0,3,161.33,0,0
3,1,0,97.5,1,0
4,1,1,63.0,2,0
8,0,1,159.0,0,0
45,2,2,109.44,0,0
3,0,1,95.0,2,0
10,1,3,209.0,0,0
3,0,1,43.0,2,0
40,2,5,164.86,0,0
1,0,2,133.0,1,0
50,0,1,108.0,1,0
3,0,2,180.0,1,0
191,2,3,112.5,0,0
193,0,3,144.75,2,0
22,1,3,109.44,1,0
4,0,1,56.4,1,0
178,0,3,108.0,1,0
99,2,5,87.3,1,0
294,0,5,64.8,1,0
170,0,4,85.0,1,0
51,0,4,83.3,0,0
22,1,2,121.33,0,0
3,0,1,188.0,3,0
129,0,5,124.2,2,0
9,1,0,88.2,1,0
147,2,5,72.42,0,0
1,0,2,74.0,1,0
295,2,9,79.09,1,0
0,0,2,58.45,0,0
1,2,7,45.67,1,0
162,0,4,96.13,0,0
43,2,3,34.86,2,0
3,0,2,74.0,2,0
49,2,3,140.4,1,0
9,1,0,89.0,0,0
2,1,0,64.08,0,0
185,2,3,51.68,0,0
59,2,5,106.31,2,0
4,2,0,166.0,0,0
7,2,4,111.4,1,0
86,0,4,123.3,1,0
26,0,1,105.0,0,0
53,1,2,122.43,1,0
3,0,2,139.0,0,0
33,2,3,74.38,0,0
34,1,2,95.99,1,0
0,1,1,104.0,1,0
90,1,4,52.8,2,0
142,2,5,76.5,1,0
97,2,3,121.14,3,0
45,1,5,115.0,2,0
0,0,1,88.0,0,0
5,0,3,127.0,3,0
84,0,1,137.7,0,0
255,2,6,101.7,1,0
16,2,1,261.0,1,0
26,0,1,159.0,2,0
52,0,1,126.9,2,0
24,1,2,74.8,1,0
194,0,2,94.25,1,0
63,2,2,103.95,2,0
7,1,2,82.0,0,0
60,2,1,118.0,0,0
318,0,2,134.0,1,0
217,2,3,109.08,0,0
34,0,1,35.1,2,0
0,0,3,133.0,2,0
2,1,0,117.9,1,0
0,0,3,162.0,0,0
22,1,3,46.4,0,0
191,1,3,264.0,3,0
1,2,1,76.67,1,0
207,1,2,85.5,1,0
260,2,5,108.68,3,0
4,0,1,115.0,1,0
186,0,3,166.5,2,0
9,2,2,141.5,2,0
140,0,2,112.5,1,0
47,0,2,60.0,1,0
147,2,5,52.2,1,0
239,0,2,107.0,1,0
113,1,3,94.37,2,0
1,0,1,118.0,2,0
27,2,3,66.31,1,0
157,0,3,114.3,2,0
1,0,2,130.0,1,0
96,2,3,94.35,1,0
185,2,2,70.03,2,0
77,0,3,104.4,2,0
185,2,2,99.0,0,0
142,1,4,83.78,1,0
32,0,1,165.15,0,0
4,0,2,73.92,1,0
56,1,5,144.67,1,0
92,2,5,58.0,1,0
116,0,3,135.52,3,0
50,1,3,126.0,1,0
3,0,2,247.0,0,0
115,0,3,135.0,0,0
18,1,1,127.0,2,0
23,0,3,41.6,0,0
12,0,3,90.67,0,0
158,0,2,126.0,0,0
2,0,2,87.0,1,0
71,2,2,140.0,1,0
157,1,2,130.5,0,0
209,1,1,110.88,1,0
11,0,1,34.4,0,0
128,0,2,135.0,1,0
79,2,5,74.43,0,0
17,1,1,114.73,1,0
0,0,1,58.5,1,0
158,2,7,160.0,1,0
80,0,1,85.5,1,0
23,1,0,115.0,2,0
40,0,4,52.8,1,0
46,2,3,74.8,1,0
45,0,1,107.1,2,0
6,1,3,106.0,0,0
0,0,1,116.1,1,0
155,2,5,220.53,3,0
11,0,1,68.03,1,0
0,0,1,129.0,0,0
0,1,0,105.3,0,0
19,1,2,141.0,0,0
160,0,1,110.0,1,0
21,0,1,138.0,1,0
214,2,3,125.1,2,0
71,1,2,200.0,1,0
1,1,0,89.0,2,0
147,1,4,97.0,1,0
73,1,3,150.3,2,0
0,2,3,88.74,0,0
109,2,5,74.8,1,0
60,2,7,89.25,3,0
53,2,3,65.75,0,0
3,2,5,137.29,2,0
136,2,2,165.23,1,0
142,0,2,85.5,1,0
97,2,3,164.0,0,0
188,2,8,169.0,1,0
277,1,2,139.5,1,0
20,0,4,203.0,1,0
60,0,3,158.33,0,0
0,0,1,74.0,1,0
1,0,1,98.0,1,0
106,2,4,217.67,1,0
123,2,4,116.59,2,0
4,1,2,109.0,2,0
56,1,3,123.98,2,0
69,1,3,60.5,2,0
52,1,3,74.8,2,0
50,0,3,160.0,1,0
6,2,1,344.67,2,0
4,1,0,181.6,0,0
290,3,5,99.9,1,0
102,2,5,281.43,0,0
79,2,3,80.0,0,0
8,0,3,104.0,1,0
0,0,0,0.0,2,0
9,1,2,171.0,2,0
0,0,1,88.0,2,0
129,2,5,108.56,2,0
58,1,2,195.0,2,0
9,0,2,141.0,1,0
82,2,1,68.47,1,0
6,0,4,140.0,0,0
61,1,2,97.0,1,0
115,0,3,126.0,2,0
102,1,2,43.67,1,0
11,0,1,38.0,1,0
1,2,2,48.0,0,0
52,2,3,104.08,2,0
14,0,3,101.33,1,0
109,0,1,116.1,1,0
210,1,0,83.85,1,0
1,0,1,68.0,2,0
18,0,3,123.33,1,0
45,1,1,186.68,1,0
32,0,2,120.6,0,0
78,0,2,89.1,0,0
19,0,2,165.0,1,0
36,2,6,48.0,0,0
219,2,4,148.17,0,0
111,0,2,127.8,0,0
12,2,5,156.75,1,0
35,0,1,97.0,1,0
19,1,4,134.0,2,0
66,0,3,171.0,0,0
48,2,4,119.85,1,0
64,1,2,108.0,3,0
121,2,3,103.5,1,0
115,1,2,97.33,1,0
28,1,3,65.0,2,0
90,2,2,184.0,1,0
173,0,1,99.0,1,0
241,2,5,113.0,2,0
41,2,1,120.0,1,0
2,1,2,91.0,0,0
34,2,5,37.8,1,0
69,0,1,57.52,1,0
142,2,6,213.0,1,0
8,2,1,91.33,0,0
48,2,0,253.0,1,0
65,0,2,126.0,1,0
32,2,5,137.52,1,0
28,0,2,109.0,1,0
270,0,3,139.9,1,0
16,0,1,60.0,1,0
46,2,2,107.1,2,0
94,0,3,138.25,0,0
151,4,10,114.41,1,0
86,1,3,82.45,1,0
93,0,2,159.3,0,0
38,1,3,48.14,1,0
5,0,1,56.0,1,0
229,1,2,96.3,1,0
52,1,2,108.11,2,0
34,1,1,43.0,2,0
169,2,3,101.25,2,0
1,0,1,108.04,0,0
332,0,2,170.8,2,0
74,0,4,125.8,0,0
156,1,2,90.0,1,0
139,2,1,150.3,0,0
0,1,0,94.0,2,0
129,2,5,108.56,2,0
268,2,4,80.92,0,0
28,2,0,89.0,0,0
16,1,0,53.0,0,0
30,0,3,96.3,5,0
2,0,3,121.0,1,0
4,0,2,220.0,3,0
8,1,4,249.0,1,0
64,0,1,210.0,1,0
227,0,3,157.5,1,0
95,2,5,8.0,2,0
161,1,2,166.5,0,0
74,0,3,124.04,1,0
30,2,1,93.0,0,0
64,0,1,145.5,2,0
1,0,4,74.8,0,0
73,2,1,115.8,1,0
39,2,5,46.8,2,0
28,1,4,179.2,0,0
62,2,1,118.8,0,0
0,0,1,115.0,2,0
217,0,3,86.63,0,0
213,0,4,125.1,1,0
123,0,3,185.0,0,0
98,2,3,53.8,2,0
54,2,1,118.33,3,0
102,0,4,157.25,1,0
125,0,1,116.1,0,0
89,2,5,83.16,1,0
1,0,2,89.2,0,0
12,0,3,182.33,2,0
35,2,5,174.71,1,0
77,1,3,74.8,3,0
187,0,2,86.5,1,0
201,3,8,46.98,2,0
3,0,3,253.67,2,0
210,2,5,67.42,1,0
21,1,2,77.92,1,0
95,1,3,86.25,2,0
202,0,1,86.75,0,0
96,2,5,52.2,0,0
3,1,0,201.0,1,0
39,2,0,87.78,1,0
100,0,1,79.2,1,0
95,0,2,144.0,2,0
72,1,5,47.85,1,0
0,1,0,58.31,0,0
73,1,1,142.2,0,0
296,2,4,56.01,0,0
58,0,1,54.05,1,0
156,2,2,128.7,1,0
166,1,1,99.0,2,0
1,0,1,93.0,0,0
124,2,2,245.0,3,0
167,0,1,148.5,0,0
2,0,1,36.96,1,0
29,2,1,120.6,0,0
25,2,2,128.0,0,0
128,2,2,37.8,3,0
167,1,1,184.5,1,0
170,0,1,119.1,2,0
0,0,2,48.0,1,0
87,1,5,98.0,2,0
6,1,0,58.0,2,0
17,2,5,73.0,1,0
251,2,2,100.3,2,0
11,2,2,93.93,1,0
249,1,5,107.1,1,0
19,2,2,187.0,2,0
2,0,2,80.0,1,0
8,1,2,188.0,0,0
40,1,2,160.0,2,0
0,0,2,81.0,0,0
85,2,4,271.0,0,0
184,2,3,89.1,3,0
26,2,1,80.85,1,0
79,2,4,152.4,0,0
175,0,3,175.5,1,0
26,2,3,50.0,1,0
93,2,2,119.0,1,0
46,0,1,220.0,2,0
6,0,1,98.0,0,0
50,0,1,79.2,1,0
36,2,1,62.83,1,0
4,1,2,306.0,3,0
35,2,1,151.5,1,0
85,1,3,189.0,1,0
91,2,1,71.1,1,0
79,1,3,134.55,3,0
99,2,1,72.25,2,0
89,2,5,235.29,1,0
23,0,1,112.0,2,0
83,1,2,72.42,0,0
2,1,0,46.8,0,0
4,2,0,88.0,2,0
30,0,1,160.0,1,0
97,0,2,121.5,1,0
7,0,1,160.0,1,0
4,1,0,154.0,1,0
140,1,3,114.33,0,0
4,0,3,62.4,0,0
73,1,2,68.47,1,0
2,0,2,143.2,0,0
3,1,3,183.0,1,0
1,2,1,81.0,0,0
185,1,3,113.4,2,0
170,4,10,40.0,3,0
46,0,3,127.2,1,0
16,2,3,155.6,2,0
40,0,4,46.8,1,0
12,1,0,85.0,0,0
89,0,2,87.3,1,0
25,1,2,65.83,1,0
97,1,1,150.0,3,0
6,0,2,48.0,1,0
0,1,2,49.07,3,0
9,1,2,234.0,1,0
217,2,4,80.75,1,0
19,0,2,96.0,1,0
221,0,3,115.5,2,0
0,0,1,58.0,0,0
3,1,1,93.5,3,0
48,0,1,49.74,1,0
277,0,1,71.1,2,0
327,2,5,106.24,2,0
50,0,1,111.0,2,0
0,1,0,126.0,1,0
68,2,1,96.6,1,0
41,0,3,72.37,0,0
12,1,1,48.0,1,0
126,0,4,76.58,1,0
36,1,1,43.0,2,0
63,0,1,94.5,2,0
22,0,1,140.0,0,0
68,2,3,89.93,1,0
9,1,0,90.0,1,0
186,1,3,90.95,1,0
71,1,5,126.0,1,0
9,0,1,118.0,1,0
123,0,3,114.0,0,0
6,0,2,160.0,1,0
106,0,3,111.3,0,0
109,2,1,42.0,3,0
2,2,0,159.0,0,0
129,0,2,128.7,0,0
12,1,2,43.0,1,0
23,2,2,124.0,2,0
181,0,3,153.33,2,0
278,2,1,94.95,0,0
7,0,1,106.0,1,0
180,1,0,98.1,1,0
11,0,1,236.0,0,0
1,0,1,170.1,1,0
79,4,7,172.23,1,0
4,0,1,36.0,0,0
3,1,0,133.0,0,0
84,2,2,162.0,1,0
25,0,3,93.0,1,0
26,1,1,90.0,0,0
141,2,3,135.9,1,0
102,2,3,149.4,0,0
237,1,2,89.25,0,0
230,2,5,90.86,1,0
161,2,1,144.0,2,0
28,1,3,125.4,1,0
37,0,1,116.1,0,0
91,2,8,181.0,2,0
131,1,2,110.4,0,0
68,2,2,119.0,2,0
167,2,3,85.0,2,0
0,0,1,153.0,0,0
1,2,0,104.0,0,0
4,1,1,77.5,0,0
49,2,5,140.0,1,0
39,0,2,120.0,1,0
107,2,5,110.7,2,0
20,1,0,109.65,0,0
226,0,1,69.3,0,0
8,2,3,196.0,1,0
148,2,3,118.15,0,0
34,2,0,124.25,1,0
262,2,1,179.1,0,0
84,1,4,170.1,2,0
5,0,1,88.0,2,0
315,1,1,99.0,1,0
45,0,3,139.4,0,0
10,1,1,80.0,1,0
49,1,2,112.8,1,0
128,1,2,233.33,1,0
0,0,1,114.0,0,0
17,2,2,55.0,2,0
0,0,1,176.0,1,0
11,1,0,261.0,0,0
11,1,2,219.67,2,0
25,1,0,185.0,0,0
69,1,2,74.8,1,0
256,4,10,71.18,1,0
13,2,3,185.0,1,0
103,0,2,61.2,0,0
30,0,4,146.3,0,0
24,0,4,147.9,1,0
58,1,2,147.05,0,0
8,2,1,131.0,0,0
124,2,7,136.44,2,0
23,0,4,90.95,1,0
1,0,1,58.0,0,0
35,1,1,104.85,1,0
6,0,3,191.0,3,0
201,2,2,89.1,0,0
91,2,5,127.8,0,0
237,0,2,89.1,2,0
0,0,1,133.0,1,0
2,0,1,131.0,1,0
46,1,0,125.1,1,0
231,2,2,90.95,1,0
114,1,3,126.0,2,0
63,0,1,117.9,3,0
3,0,1,48.0,1,0
65,1,2,104.0,1,0
180,0,2,80.1,0,0
36,1,1,107.3,1,0
184,1,3,128.7,2,0
118,0,3,208.2,2,0
5,0,1,84.96,1,0
9,1,0,63.0,1,0
30,0,1,147.5,0,0
28,2,2,137.0,3,0
45,0,3,70.5,1,0
84,1,3,120.0,2,0
0,0,1,106.0,2,0
63,1,2,97.2,0,0
6,1,0,146.0,0,0
89,2,5,83.66,1,0
22,0,1,160.0,0,0
41,2,1,190.0,1,0
10,0,2,186.0,1,0
98,1,3,141.75,0,0
1,0,1,80.0,1,0
61,1,3,106.2,1,0
8,1,1,161.0,0,0
2,0,1,95.0,1,0
37,1,2,85.0,1,0
25,2,3,60.94,1,0
11,2,3,123.2,1,0
1,1,2,106.0,2,0
12,0,2,65.0,1,0
1,1,0,92.0,1,0
94,3,7,116.0,0,0
101,2,5,141.57,3,0
0,1,0,117.74,1,0
31,0,3,96.3,1,0
4,1,1,34.4,0,0
13,0,3,172.0,1,0
24,2,5,172.71,3,0
69,1,3,200.0,1,0
281,0,3,157.5,1,0
18,1,2,129.33,1,0
0,0,1,48.0,1,0
217,2,1,107.1,2,0
1,0,1,151.0,1,0
180,2,5,82.08,2,0
2,2,5,49.0,1,0
91,2,2,109.8,4,0
20,1,1,83.8,1,0
75,1,2,174.0,3,0
10,2,1,124.33,1,0
48,0,2,147.0,2,0
111,1,4,76.5,0,0
244,2,5,66.8,0,0
75,0,4,108.45,0,0
0,0,1,68.0,0,0
41,0,4,226.0,1,0
38,2,9,125.82,1,0
32,0,2,35.11,1,0
151,2,5,116.1,0,0
158,1,0,152.1,1,0
129,1,2,121.5,1,0
113,1,3,100.75,1,0
0,0,0,0.0,1,0
4,0,1,75.46,0,0
217,1,3,119.85,2,0
51,0,1,284.0,2,0
275,1,2,118.2,2,0
11,0,1,97.0,0,0
13,0,3,77.25,0,0
6,0,1,56.0,2,0
18,0,3,146.0,1,0
0,1,0,115.0,0,0
148,0,3,105.3,0,0
100,1,4,232.0,0,0
0,0,1,168.3,2,0
96,1,4,132.3,2,0
14,1,4,73.44,0,0
69,0,2,136.0,1,0
52,0,1,72.76,1,0
51,0,1,96.3,1,0
86,3,7,112.2,0,0
6,1,0,98.0,1,0
4,0,1,115.0,0,0
188,0,2,105.5,1,0
66,1,3,95.46,2,0
64,0,2,85.93,1,0
0,0,1,160.0,2,0
137,0,3,105.3,1,0
118,2,2,118.8,1,0
15,0,3,200.0,1,0
8,1,0,103.0,2,0
70,2,0,157.0,1,0
44,0,4,101.52,0,0
16,1,3,200.0,2,0
55,0,1,131.4,1,0
2,1,3,150.0,1,0
26,2,5,53.71,2,0
4,1,3,253.5,1,0
22,1,4,225.0,2,0
2,0,1,78.4,0,0
38,0,4,139.95,2,0
1,0,1,107.03,0,0
109,0,3,185.0,1,0
4,0,1,101.0,1,0
3,0,4,124.0,0,0
0,1,0,68.0,2,0
59,1,3,88.4,1,0
9,2,0,105.0,2,0
60,0,4,53.0,1,0
12,0,1,84.0,0,0
5,0,0,0.0,2,0
112,1,5,64.29,0,0
34,2,5,89.59,2,0
23,2,4,203.0,0,0
7,0,1,117.0,0,0
89,1,1,194.0,0,0
15,1,3,96.9,0,0
5,1,1,61.5,2,0
5,0,4,155.61,2,0
149,0,4,139.5,1,0
13,1,2,105.11,2,0
5,2,1,88.0,3,0
153,2,3,236.0,1,0
27,0,3,120.0,0,0
128,1,1,76.5,2,0
26,1,2,185.0,0,0
138,0,3,126.0,1,0
73,0,3,170.0,0,0
17,2,3,48.5,0,0
13,2,3,99.0,2,0
82,0,2,180.0,2,0
31,0,2,112.59,2,0
70,0,2,89.1,1,0
36,0,1,102.6,2,0
85,0,5,134.1,2,0
0,2,4,74.8,0,0
1,0,1,65.0,0,0
121,2,4,89.76,0,0
105,2,5,63.14,1,0
24,1,0,159.0,2,0
37,1,4,298.0,3,0
75,1,1,151.2,1,0
4,1,2,57.06,0,0
20,2,1,99.0,1,0
38,0,2,141.68,1,0
3,0,1,55.56,1,0
